"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","7368","","","","0"
"2018/2019","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","7574","","","","0"
"2019/2020","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","8348","","","","0"
"2020/2021","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","8575","","","","0"
"2021/2022","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","8795","","","","0"
"2018/2019","New Brunswick","2016A000213","Architecture","Current dollars","75","units","0","v1073541834","5.10","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Architecture","Current dollars","75","units","0","v1073541834","5.10","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Architecture","Current dollars","75","units","0","v1073541834","5.10","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Architecture","Current dollars","75","units","0","v1073541834","5.10","","..","","","0"
"2012/2013","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6094","","","","0"
"2013/2014","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6296","","","","0"
"2014/2015","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6463","","","","0"
"2015/2016","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6456","","","","0"
"2016/2017","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6712","","","","0"
"2017/2018","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6709","","","","0"
"2018/2019","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6798","","","","0"
"2019/2020","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","7233","","","","0"
"2020/2021","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","7288","","","","0"
"2021/2022","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","7503","","","","0"
"2018/2019","New Brunswick","2016A000213","Dentistry","Current dollars","75","units","0","v1073541835","5.12","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Dentistry","Current dollars","75","units","0","v1073541835","5.12","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Dentistry","Current dollars","75","units","0","v1073541835","5.12","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Dentistry","Current dollars","75","units","0","v1073541835","5.12","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Medicine","Current dollars","75","units","0","v1073541836","5.13","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Medicine","Current dollars","75","units","0","v1073541836","5.13","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Medicine","Current dollars","75","units","0","v1073541836","5.13","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Medicine","Current dollars","75","units","0","v1073541836","5.13","","..","","","0"
"2012/2013","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","5654","","","","0"
"2013/2014","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","5805","","","","0"
"2014/2015","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","5980","","","","0"
"2015/2016","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","5969","","","","0"
"2016/2017","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","6200","","","","0"
"2017/2018","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","6300","","","","0"
"2018/2019","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","6459","","","","0"
"2019/2020","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","7299","","","","0"
"2020/2021","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","7536","","","","0"
"2021/2022","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","7805","","","","0"
"2018/2019","New Brunswick","2016A000213","Pharmacy","Current dollars","75","units","0","v1073541837","5.15","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Pharmacy","Current dollars","75","units","0","v1073541837","5.15","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Pharmacy","Current dollars","75","units","0","v1073541837","5.15","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Pharmacy","Current dollars","75","units","0","v1073541837","5.15","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Veterinary medicine","Current dollars","75","units","0","v1073541838","5.16","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Veterinary medicine","Current dollars","75","units","0","v1073541838","5.16","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Veterinary medicine","Current dollars","75","units","0","v1073541838","5.16","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Veterinary medicine","Current dollars","75","units","0","v1073541838","5.16","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Optometry","Current dollars","75","units","0","v1073541840","5.20","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Optometry","Current dollars","75","units","0","v1073541840","5.20","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Optometry","Current dollars","75","units","0","v1073541840","5.20","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Optometry","Current dollars","75","units","0","v1073541840","5.20","","..","","","0"
"2012/2013","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","5581","","","","0"
"2013/2014","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","5733","","","","0"
"2014/2015","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","5938","","","","0"
"2015/2016","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","5937","","","","0"
"2016/2017","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6123","","","","0"
"2017/2018","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6244","","","","0"
"2018/2019","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6371","","","","0"
"2019/2020","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6875","","","","0"
"2020/2021","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6886","","","","0"
"2021/2022","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","7137","","","","0"
"2018/2019","New Brunswick","2016A000213","Personal, protective and transportation services","Current dollars","75","units","0","v1073541839","5.18","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Personal, protective and transportation services","Current dollars","75","units","0","v1073541839","5.18","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Personal, protective and transportation services","Current dollars","75","units","0","v1073541839","5.18","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Personal, protective and transportation services","Current dollars","75","units","0","v1073541839","5.18","","..","","","0"
"2012/2013","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2565","","","","0"
"2013/2014","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2657","","","","0"
"2014/2015","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2740","","","","0"
"2015/2016","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2797","","","","0"
"2016/2017","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2817","","","","0"
"2017/2018","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2880","","","","0"
"2018/2019","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2956","","","","0"
"2019/2020","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","3060","","","","0"
"2020/2021","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","3152","","","","0"
"2021/2022","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","3274","","","","0"
"2012/2013","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2303","","","","0"
"2013/2014","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2374","","","","0"
"2014/2015","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2410","","","","0"
"2015/2016","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2435","","","","0"
"2016/2017","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2454","","","","0"
"2017/2018","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2509","","","","0"
"2018/2019","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2556","","","","0"
"2019/2020","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2642","","","","0"
"2020/2021","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2731","","","","0"
"2021/2022","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2837","","","","0"
